abbau
faser
fatal
fatwa
fauna
faust
fazit
feder
fegen
fehde
feien
feier
feige
feind
feist
felge
ferne
ferse
fesch
feuer
fidel
figur
final
finne
firma
first
fisch
fjord
flach
flair
flame
flash
fleck
flink
flirt
flora
floss
flott
fluch
flugs
fluss
foehn
fokus
folge
folie
fonds
forst
forte
forum
foyer
frack
frage
franc
freak
frech
freie
fremd
fries
frist
fromm
front
frost
frueh
frust
fuchs
fuenf
fuers
funke
furor
gabel
galle
gamma
ganze
garbe
garde
garen
gasse
gassi
gatte
gaudi
geben
geber
gebet
gebot
gegen
gehen
gehre
geige
geist
gelbe
genau
genie
genom
genre
genug
gerne
geste
getan
getto
gicht
gilde
gilge
glanz
glatt
gleis
glied
gnade
golem
gosse
gotik
grade
gramm
graph
green
greif
greis
grell
griff
grill
grimm
grips
grobe
groll
gross
grube
gruen
gruft
grund
gruss
guete
guide
gulag
gummi
gunst
gurke
gusto
haben
haber
hacke
hader
hades
haeme
hafen
hafer
hagel
hagen
hager
haken
halbe
halde
halle
hallo
hamas
handy
hanse
harem
harfe
harke
haube
hauch
hauen
hauer
haufe
haupt
hebel
heben
heber
hecht
hecke
hegen
heide
heile
heiss
helau
henne
herab
heran
heros
herum
hesse
hetze
heuen
heuer
heute
hexer
hilfe
hinab
hindi
hindu
hinzu
hirse
hirte
hitze
hobby
hobel
hocke
hoden
hoeft
hoehe
hohle
holde
holen
honig
horde
horst
hotel
huene
human
humor
humus
hunne
huren
hurra
husar
hymne
ideal
idiom
idiot
idyll
image
imago
imker
immer
immun
indem
inder
indes
index
indiz
innen
inner
innig
input
insel
intim
intus
inuit
irren
islam
jacht
jacke
jagen
jager
jamal
jause
jeans
jeher
jetzt
jihad
joint
joker
jubel
junge
jungs
junta
juror
juwel
kabel
kader
kaese
kahle
kajak
kakao
kalif
kamel
kamin
kampf
kanal
kanne
kanon
kante
kappe
karat
karde
karge
karre
karst
karte
kassa
kasse
kaste
kater
katze
kauer
kegel
kehle
kehrt
keine
kelch
kelle
kelte
kerbe
kerze
kette
keule
khmer
kiosk
kippe
kiste
klage
klamm
klang
klare
klaue
kleid
klein
klick
klima
kloss
klotz
kluft
knabe
knack
knall
knapp
knast
knauf
knick
kniff
knopf
kober
kobra
kodex
kohle
kokon
kombi
komet
komik
komma
konto
kopie
kopte
koran
korps
kosak
kotze
krach
kraft
krake
krank
kranz
krass
kraul
kraut
krebs
kreis
kreml
krenz
kreuz
krieg
krimi
kripo
krise
krone
kropf
krude
krumm
kubus
kuehl
kuehn
kugel
kunde
kunst
kupon
kuppe
kurde
kurie
kurve
kurze
label
labil
labor
lache
lachs
laden
laerm
lager
lampe
lande
lange
lanze
lappe
larve
lasch
laser
lasse
lasso
latte
laube
lauch
laune
laute
least
leben
leber
leder
ledig
leere
legal
legat
legen
lehen
lehne
lehre
leier
leise
lesbe
lesen
leser
lette
letzt
leute
level
licht
liebe
liege
lilie
limes
limit
linde
linie
linke
links
linse
lippe
liste
liter
lobby
loben
locke
loewe
logik
loipe
lokal
lorin
losen
loser
loten
lotse
lotto
lotus
loyal
luchs
luder
luege
luger
lunar
lunch
lunge
lunte
luxus
lyrik
macho
macht
macke
maerz
mafia
magen
mager
maggi
magie
magma
major
makel
malen
maler
malin
mambo
manch
manga
mango
manko
mappe
marge
marin
marke
markt
maser
maske
masse
match
mathe
matte
mauer
mazda
meile
meine
meise
meist
menge
mensa
menue
merle
messe
meter
mette
meute
miene
miete
mikro
milbe
milch
milde
miliz
mimen
mimik
minne
minus
minze
mitte
mixen
mixer
mobil
model
modem
modul
modus
moewe
monat
moped
moral
motel
motiv
motor
motte
motto
movie
muede
muehe
muell
mulde
multi
mumie
musik
musse
muten
mutig
mutti
nabel
nacht
nackt
nadel
naehe
nagel
nagen
nager
nahen
narbe
nasse
natal
natur
nebel
neben
nebst
neffe
neger
neige
nelke
nette
netto
neunt
nicht
niere
nobel
noble
nomen
nonne
notar
notiz
novum
nudel
obere
obhut
ochse
offen
oldie
olive
olymp
omega
onkel
opfer
opium
optik
orbit
orden
order
organ
orgel
orgie
orion
orkan
orten
osten
outen
ozean
pacht
paket
palme
pampa
panda
panel
panik
panne
pappe
papst
parat
party
pasta
paste
pater
patin
patte
pauke
pause
pedal
pegel
pelle
pence
penis
perle
pfahl
pfand
pfeil
pferd
pfiff
pflug
pfote
pfund
phase
photo
piano
piken
pilar
pille
pilot
pirat
piste
pixel
pizza
plage
plane
platt
platz
plump
pocke
point
pokal
poker
polar
polen
polin
polka
porno
porto
posse
prall
preis
prima
prinz
prior
prise
probe
profi
promi
prosa
prost
prunk
psalm
pudel
pulle
pulli
pumpe
pumps
punch
punkt
puppe
puste
putte
qualm
quark
quarz
quasi
queen
quell
quere
quick
quote
rabbi
rache
radar
radio
ragen
rambo
rampe
ranch
rasch
rasen
raser
rasse
raten
ratio
ratte
rauch
raupe
raute
raven
raver
recht
reden
reell
regal
regel
regen
regie
reich
reihe
reine
reise
remis
remix
rente
reuen
revue
riege
riese
rigid
rille
rings
rinne
rippe
ritus
ritze
robbe
rodel
roden
rolex
rolle
rolli
roman
romer
rondo
rosig
rosin
rotor
rotte
rouge
route
royal
rubel
rubin
rudel
ruder
ruebe
ruede
ruege
rufen
rufer
rugby
ruhen
ruhig
ruine
rumba
rumpf
runde
rupie
rural
russe
sache
saeen
saege
safin
sagen
sager
sahne
saite
sakko
salat
salbe
saldo
salon
salsa
salto
salut
salve
samba
samen
sanft
satan
sauce
saudi
sauer
sauna
saure
scala
schaf
schah
schal
scham
schar
schau
scheu
schon
schub
schuh
schur
score
scout
sechs
seele
segel
segen
sehen
seher
sehne
seide
seife
seite
sekte
selbe
selig
senat
senke
sense
serbe
serie
serum
shirt
shoah
sicht
siebt
siehe
sigel
sigma
silbe
sinto
sinus
sioux
sippe
sirup
sitte
skala
slang
slawe
small
smart
snack
socke
sogar
sohle
solch
somit
sonde
sonne
sonst
sorbe
sorge
sorte
sosse
sound
sowas
sowie
spaet
spalt
spass
spatz
speck
speer
speis
spiel
spike
spion
spitz
sport
spott
spray
spreu
sprit
spule
spurt
staat
stadt
stahl
stall
stamm
stand
stark
starr
start
statt
staub
steak
steif
steig
steil
stein
stern
stets
stich
stiel
stier
stift
still
stirn
stock
stoer
stoff
stolz
stopp
story
stoss
strip
stroh
strom
stube
stuck
stufe
stuhl
stumm
stunt
sturm
sturz
stute
style
suche
sucht
suess
suite
sujet
summe
sumpf
super
suppe
sushi
swing
syrer
szene
tabak
tacho
tadel
tafel
tagen
taler
tamil
tango
tanne
tante
tarif
tasse
taste
taube
taufe
teddy
tegel
teich
teils
teint
tempo
tenne
tenor
teuer
theke
thema
these
think
thron
tiefe
tiger
tilde
timen
tinte
tisch
titan
titel
toast
tobak
toben
tolle
tonne
topos
torso
torte
total
tower
track
trafo
trage
train
trakt
trank
trapp
trash
traum
treff
trend
treue
trial
trick
trieb
trist
tritt
troll
tropf
tross
trost
trott
trotz
truck
trueb
truhe
trunk
trupp
trust
tuere
tuete
tulpe
tumor
turbo
tusch
tutsi
tutte
tutti
twist
typus
uebel
ueben
ueber
uhrig
ulmer
ultra
umbau
umher
umhin
umweg
umzug
unfug
ungar
ungut
union
unmut
unrat
unruh
unser
unsre
untat
unten
unter
uralt
urban
urbar
valor
vater
venus
vesuv
video
viech
viele
viert
vikar
villa
vinyl
viper
virus
visum
vital
vlies
vogel
vokal
volle
volta
vorab
voran
vorig
vorne
votum
vulgo
waage
wache
wachs
wacht
wacke
waffe
wagen
wagon
wahre
waise
walke
walze
wange
wanne
wanze
warte
warum
warze
water
watte
weber
wedel
weder
wegen
wehen
weich
weide
weihe
weile
weise
weiss
weite
welle
welpe
wende
wenig
werft
wesen
wespe
wessi
weste
wette
wider
wiege
wiese
wieso
wilde
wille
wippe
wirre
witwe
wobei
woche
wodka
woher
wohin
wohle
wolke
wolle
womit
wonne
woran
worin
worum
wovon
wovor
wrack
wuchs
wucht
wuest
wunde
wurst
yacht
yakin
zacke
zange
zarin
zebra
zeche
zecke
zehnt
zeile
zelle
zenit
zeuge
ziege
zinke
zinne
zirka
zitat
zivil
zloty
zobel
zubau
zuber
zucht
zudem
zumal
zunft
zunge
zuruf
zutat
zutun
zuvor
zuzug
zwang
zweck
zweig
zweit
zwerg
zwirn
zwist
